,City Name,State Name,Latitude,Longitude,Facility ID,Facility Name,Emission,Gas Code,Gas Name,Year
0,Noble,Louisiana,31.621528,-93.724774,1009343,Baker Road Treater,6.854,N2O,Nitrous Oxide,2012
1,Bedford,Kentucky,38.5847,-85.4117,1006542,Trimble County,7635064.7,CO2,Carbon Dioxide,2018
2,Cartersville,Georgia,34.242779,-84.797775,1001103,Gerdau Ameristeel Cartersville Steel Mill,26.75,CH4,Methane,2017
3,Delta,Utah,38.938951,-112.816647,1002928,Graymont Western Us Inc. Cricket Mountain,1876.2079999999999,N2O,Nitrous Oxide,2014
4,Manhattan,Illinois,41.3937,-87.9437,1001369,Lincoln Generating Facility,12.515999999999998,N2O,Nitrous Oxide,2011
5,Hilo,Hawaii,19.70467,-155.06314,1001552,Hawaii Electric Light Co (Helco) - Kanoelehua Hill Generating Station,174589.9,CO2,Carbon Dioxide,2017
6,Tempe,Arizona,33.447479,-111.95281899999999,1009888,Salt River Project - T & D Equipment,6919.8,SF6,Sulfur Hexafluoride,2012
7,Pittsburgh,Pennsylvania,40.442188,-80.000854,1010233,Eqt Production  Llc - Basin 160A - Appalachian Eastern Overthrust,233152.4,CO2,Carbon Dioxide,2014
8,Amarillo,Texas,35.258611,-101.642222,1001680,Tyson Fresh Meats,88.208,N2O,Nitrous Oxide,2017
9,Robinson,Illinois,39.0,-87.7222,1000099,Robinson Refinery,10465.75,CH4,Methane,2015
10,Houston,Texas,29.72063,-95.39372,1004671,Rice University,25324.7,CO2,Carbon Dioxide,2017
11,Stock Island,Florida,24.5636,-81.7342,1001058,Stock Island,1967.8,CO2,Carbon Dioxide,2013
12,Selkirk,New York,42.5744,-73.8592,1001225,Selkirk Cogen Partners,521.202,N2O,Nitrous Oxide,2013
13,Souderton,Pennsylvania,40.283058000000004,-75.341965,1004257,Jbs Souderton  Inc. - Rendering Facility,23.541999999999998,N2O,Nitrous Oxide,2017
14,Andover,Massachusetts,42.614129999999996,-71.16951999999999,1004343,Pfizer,25.926,N2O,Nitrous Oxide,2017
15,Stanton,Kentucky,37.89,-83.8625,1004361,Columbia Gulf Transmission Llc Stanton Cs,544.0,CH4,Methane,2017
16,El Dorado,Arkansas,33.178611,-92.719167,1004578,Tetra Technologies  Inc.,40449.1,CO2,Carbon Dioxide,2017
17,Buda,Texas,30.0536,-97.8572,1002102,Texas Lehigh Cement Company Lp,2318.44,N2O,Nitrous Oxide,2017
18,Buda,Texas,30.0536,-97.8572,1002102,Texas Lehigh Cement Company Lp,950281.5,CO2,Carbon Dioxide,2017
19,Denver,Colorado,39.7477036,-104.9897862,1009714,Fepc 220 Gulf Coast Basin,191015.75,CH4,Methane,2011
20,Evadale,Texas,30.3387,-94.06635,1002305,Westrock Texas  L.P.,7192.826,N2O,Nitrous Oxide,2017
21,Tehachapi,California,35.12279,-118.369304,1002566,Lehigh Southwest Cement Co,620.0,CH4,Methane,2017
22,Butler,Pennsylvania,40.82926,-79.94273000000001,1002903,Ak Steel Corp/Butler Works,270719.4,CO2,Carbon Dioxide,2017
23,Donaldsonville,Louisiana,30.098563000000002,-90.95599,1002301,Cf Industries Nitrogen  Llc - Donaldsonville Nitrogen Complex,2319611.14,N2O,Nitrous Oxide,2015
24,Evadale,Texas,30.3387,-94.06635,1002305,Westrock Texas  L.P.,1751151.5,BIOCO2,Biogenic CO2,2015
25,Ridgecrest,California,35.6029,-117.7388,1002897,Ridgecrest-Inyokern Sanitary Landfill,3621.25,CH4,Methane,2011
26,Niagara Falls,New York,43.0839,-79.0056,1001245,Covanta Niagara,482088.9,CO2,Carbon Dioxide,2015
27,Searcy,Arkansas,35.255486,-91.84477199999999,1008009,Harmony Compressor Station,40.23,N2O,Nitrous Oxide,2015
28,Gramercy,Louisiana,30.0615,-90.6659,1007929,Noranda Alumina,436.272,N2O,Nitrous Oxide,2015
29,Baconton,Georgia,31.3869,-84.0819,1001409,Baconton,49.25,CH4,Methane,2011
30,Fort Collins,Colorado,40.49682,-105.11551999999999,1005928,Larimer County Landfill,169794.75,CH4,Methane,2018
31,Kaukauna,Wisconsin,44.2829,-88.2518,1002339,Thilmany Mill,3033.938,N2O,Nitrous Oxide,2013
32,Camden,Arkansas,33.5648,-92.7917,1006593,Mcclellan,18.178,N2O,Nitrous Oxide,2019
33,Denver City,Texas,33.02778,-102.81971999999999,1002630,Willard Co2 Separation Plant,93717.3,CO2,Carbon Dioxide,2015
34,Laurel,Montana,45.65922,-108.76778,1006671,Chs Inc Laurel Refinery,226533.4,CO2,Carbon Dioxide,2015
35,Bergen,New York,43.064170000000004,-77.93290999999999,1002951,Riga/Mill Seat Landfill,573.2,CO2,Carbon Dioxide,2018
36,Ponca City,Oklahoma,36.66616,-97.07163,1006287,Continental Carbon Ponca City Plant,8.344,N2O,Nitrous Oxide,2013
37,Carlsbad,California,33.1408,-117.3342,1005837,Cabrillo Power I Encina Power Station,127.24600000000001,N2O,Nitrous Oxide,2010
38,Westlake,Louisiana,30.252221999999996,-93.284444,1007750,Axiall  Llc,31.75,CH4,Methane,2013
39,Westlake,Louisiana,30.252221999999996,-93.284444,1007750,Axiall  Llc,37.846,N2O,Nitrous Oxide,2013
40,Albion,Michigan,42.259646000000004,-84.789726,1007933,The Andersons Marathon Holdings Llc,221845.0,CO2,Carbon Dioxide,2018
41,Cedar Rapids,Iowa,41.9439,-91.6386,1001548,Prairie Creek,3022.75,CH4,Methane,2010
42,Cashion,Oklahoma,35.789462,-97.744557,1003194,Panhandle Eastern Pipe Line Co - Cashion,10.132,N2O,Nitrous Oxide,2019
43,Moselle,Mississippi,31.524558000000003,-89.307233,1009838,Southern Hens  Inc.,9695.8,CO2,Carbon Dioxide,2018
44,Austin,Texas,30.27065,-97.66924,1010066,Nxp Semiconductors - Eb Site,9104.8098,HFC,HFCs,2018
45,Tacoma,Washington,47.26384,-122.42533200000001,1000624,Westrock Tacoma Mill,122329.5,CO2,Carbon Dioxide,2018
46,Sparks,Nevada,39.5625,-119.525,1007549,Tracy,1044.192,N2O,Nitrous Oxide,2019
47,Springfield,Missouri,37.1519,-93.3892,1001044,John Twitty,1740614.0,CO2,Carbon Dioxide,2019
48,Hamilton,Ohio,39.4099,-84.5544,1000856,Hamilton Municipal Power Plant,1.25,CH4,Methane,2019
49,Indiantown,Florida,27.0536,-80.5628,1001013,Martin,2040.0,CH4,Methane,2019
50,Weston,Missouri,39.4472,-94.98,1001018,Iatan Generating Station,37402.873999999996,N2O,Nitrous Oxide,2019
51,Wheatfield,Indiana,41.2175,-87.0239,1001023,R M Schahfer Generating Station,30632.314,N2O,Nitrous Oxide,2019
52,Lakeland,Florida,28.0809,-81.9256,1001500,C D Mcintosh Jr Power Plant,2990.75,CH4,Methane,2019
53,Aquasco,Maryland,38.5444,-76.6861,1000649,Chalk Point,4715380.3,CO2,Carbon Dioxide,2010
54,Hamlet,North Carolina,34.8422,-79.7367,1000462,Ncemc Hamlet Plant,11.0,CH4,Methane,2013
55,Conley,Georgia,33.67103,-84.34245,1006229,Live Oak Landfill & Recyling Center,8040.75,CH4,Methane,2017
56,Charlestown,Massachusetts,42.3917,-71.0667,1000653,Mystic,906591.9,CO2,Carbon Dioxide,2019
57,River Rouge,Michigan,42.2733,-83.1131,1000677,River Rouge,1375.25,CH4,Methane,2019
58,Trenton,Michigan,42.1236,-83.1811,1000679,Trenton Channel,7534.93,N2O,Nitrous Oxide,2019
59,Hoyt Lakes,Minnesota,47.5306,-92.1619,1000686,Laskin Energy Center,6.75,CH4,Methane,2019
60,St Joseph,Missouri,39.7246,-94.8773,1006852,Lake Road Generating Station,289333.5,CO2,Carbon Dioxide,2019
61,Garyville,Louisiana,30.06273,-90.58819,1002727,Air Products And Chemicals Inc - Garyville,913954.5,CO2,Carbon Dioxide,2018
62,Greeley,Colorado,40.35035,-104.80237,1003798,Central Weld Sanitary Landfill,22111.25,CH4,Methane,2018
63,Athol,Idaho,47.917428,-116.755223,1004781,Gas Transmission Northwest Pipeline Athol Cs#5,106566.0,CO2,Carbon Dioxide,2018
64,Gresham,Oregon,45.52065,-122.44748999999999,1004883,Microchip Technology Inc,8.3,BIOCO2,Biogenic CO2,2018
65,Port Neches,Texas,29.964146000000003,-93.930138,1002884,Tpc Group,141660.1,CO2,Carbon Dioxide,2018
66,Trenton,New Jersey,40.216903,-74.765378,1003084,Vicinity Energy Trenton  L.P.,32049.2,CO2,Carbon Dioxide,2018
67,Lawrence,Kansas,38.979929999999996,-95.21443000000001,1003370,Icl,18.5,CH4,Methane,2018
68,Wayne,Michigan,42.264144,-83.42661,1003582,Waste Management Of Michigan Incorporated,0.298,N2O,Nitrous Oxide,2018
69,Joseph City,Arizona,34.997433,-110.33908000000001,1003611,Painted Desert Landfill,2749.5,CH4,Methane,2018
70,Edison,New Jersey,40.4911,-74.3958,1000744,Edison,43.5,CH4,Methane,2010
71,Madison,Wisconsin,43.045,-89.255,1006096,Dane Cnty Landfill Site #2 Rodefeld,1123.0,CO2,Carbon Dioxide,2017
72,Lawler,Iowa,43.0668,-92.1579,1006141,Homeland Energy Solutions Llc,215612.6,CO2,Carbon Dioxide,2017
73,Grand Island,Nebraska,40.9228,-98.3269,1007596,C W Burdick,1.0,CH4,Methane,2010
74,Weatherford,Texas,32.800653999999994,-97.674429,1003170,Silver Creek Processing Plant,989.5,CH4,Methane,2016
75,Bluffton,Indiana,40.722139,-85.193722,1005791,Valero Renewable Fuels  Llc D/B/A Valero Bluffton Plant,67.0,CH4,Methane,2017
76,Burlington,New Jersey,40.0753,-74.8781,1000743,Burlington Generating Station,80011.6,CO2,Carbon Dioxide,2010
77,Tulsa,Oklahoma,36.059670000000004,-95.95785,1009340,Unit Petroleum 377 Arkoma Basin,9171.3,CO2,Carbon Dioxide,2011
78,Fremont,Nebraska,41.4275,-96.4619,1000722,Lon D Wright Power Plant,1576.5,CH4,Methane,2010
79,Hamilton,Ohio,39.4099,-84.5544,1000856,Hamilton Municipal Power Plant,1080.548,N2O,Nitrous Oxide,2010
80,Cheyenne,Wyoming,41.0949,-104.90799999999999,1005924,Cheyenne Plant,88.208,N2O,Nitrous Oxide,2018
81,Valdez,Alaska,61.083808999999995,-146.250842,1005997,Petro Star Valdez Refinery,21244.0,CO2,Carbon Dioxide,2018
82,Sergeant Bluff,Iowa,42.32786,-96.36489,1006005,Cf Industries Nitrogen  Llc-Port Neal Nitrogen Complex,540685.24,N2O,Nitrous Oxide,2018
83,West Winfield,New York,42.874342,-75.17119100000001,1006042,Tgp Station 245 West Winfield,45782.7,CO2,Carbon Dioxide,2018
84,Albert Lea,Minnesota,43.64461,-93.15942,1006841,Alliance Pipeline L.P. Albert Lea 25-A,57.0,CH4,Methane,2018
85,Claude,Texas,34.987237,-101.38716600000001,1013295,Northern Natural Gas - Claude Compressor Station,34288.3,CO2,Carbon Dioxide,2018
86,Oak Hill,Ohio,38.929,-82.5475,1013320,Columbia Gas Transmission Llc - Oak Hill Compressor Station,34.568000000000005,N2O,Nitrous Oxide,2018
87,Ephrata,Washington,47.26597,-119.55493999999999,1007160,Grant Cnty Ephrata Landfill 1,47088.75,CH4,Methane,2018
88,Janesville,Wisconsin,42.71617,-89.00593,1005435,Rock Energy Cooperative,808.25,CH4,Methane,2019
89,Wilmington,Illinois,41.346305,-88.104911,1006176,Prairie View Recycling & Disposal Fac,77.778,N2O,Nitrous Oxide,2018
90,Johnstown,Pennsylvania,40.451699,-78.906873,1007586,Laurel Highlands Landfill,12490.75,CH4,Methane,2018
91,Arlington,Texas,32.73533,-97.06772,1006371,Gmc Truck Group Arlington Assembly Plant,24.5,CH4,Methane,2018
92,Dafter,Michigan,46.3358,-84.444,1007754,Dafter Sanitary Landfill Inc,40396.009125,CH4,Methane,2012
93,Malvern,Arkansas,34.4304,-92.8333,1000185,Magnet Cove Generating Station,310.0,CH4,Methane,2019
94,Waynesburg,Pennsylvania,39.887568,-80.19354399999999,1009877,Emerald Contura  Llc,963050.0,CH4,Methane,2011
95,Rincon,Georgia,32.297816999999995,-81.190961,1007453,Georgia-Pacific Consumer Operations Llc - Savannah River Mill,875.75,CH4,Methane,2012
96,Allendale,Michigan,42.979024,-85.903336,1005220,Leprino Foods Allendale,25911.6,CO2,Carbon Dioxide,2018
97,Greeley,Colorado,40.364235,-104.730316,1006310,Greeley Gas Plant,38518.9,CO2,Carbon Dioxide,2018
98,Massena,New York,44.982803999999994,-74.748897,1002485,Reynolds Metals St Lawrence Reduction Pl,2.0,CH4,Methane,2012
99,Moses Lake,Washington,47.131732,-119.18926,1002832,J. R. Simplot Co.,10274.75,CH4,Methane,2012
100,Buffalo,Minnesota,45.24949,-93.87488,1001843,Advanced Disposal Rolling Hills Landfill Inc,25.3,CO2,Carbon Dioxide,2019
101,Cedartown,Georgia,33.9486,-85.2769,1001151,Sewell Creek Energy,367519.2,CO2,Carbon Dioxide,2019
102,Oklahoma City,Oklahoma,35.466696999999996,-97.51453000000001,1008289,420 Fort Worth Syncline Dec,127083.2,CO2,Carbon Dioxide,2018
103,Louisburg,Kansas,38.600183,-94.673271,1003069,Panhandle Eastern Pipe Line Co - Louisburg,33.376,N2O,Nitrous Oxide,2016
104,Southard,Oklahoma,35.91239,-98.36044,1002312,Us Gypsum - Southard Plant,7.75,CH4,Methane,2012
105,Joppa,Illinois,37.2175,-88.8658,1001168,Mepi Gt Facility,3.5,CH4,Methane,2010
106,Bethesda,Maryland,39.003914,-77.09911899999999,1006646,Us Public Health Service National Institutes Of Health,132.61,N2O,Nitrous Oxide,2018
107,Avon Lake,Ohio,41.48346,-82.06111999999999,1000104,Ford Motor Company - Ford Ohio Assembly Plant,44799.85957832,CO2,Carbon Dioxide,2012
108,Tampa,Florida,27.9072,-82.4231,1001172,Bayside Power Station,1389.5,CH4,Methane,2019
109,Willachoochee,Georgia,31.336759999999998,-83.03276,1003450,Atkinson County - S.R. 50 Msw Landfill,43515.5,CH4,Methane,2019
110,Menlo,Iowa,41.5236,-94.3819,1003834,Flint Hills Resources Menlo  Llc,171.0,CH4,Methane,2012
111,New Johnsonville,Tennessee,36.0278,-87.9861,1000919,Johnsonville,6797487.6,CO2,Carbon Dioxide,2010
112,Geismar,Louisiana,30.184161,-90.992889,1001936,Shell Chemical Co - Geismar Plant,344.0,CH4,Methane,2012
113,Houston,Texas,29.758159999999997,-95.36782,1009350,Ep Energy E&P 575 Uinta Basin,54285.75,CH4,Methane,2018
114,Bartow,Florida,27.7886,-81.8694,1001112,Hines Energy Complex,2275.75,CH4,Methane,2010
115,Anderson,Indiana,40.0529,-85.7389,1001116,Anderson,1.0,CH4,Methane,2010
116,Jacksonville,Texas,31.9381,-94.9883,1007619,Stryker Creek,168.072,N2O,Nitrous Oxide,2010
117,Jackson,Tennessee,35.64397,-88.77633399999999,1007277,Pringles Manufacturing Company,29.0,CH4,Methane,2019
118,Coushatta,Louisiana,32.2107,-93.4413,1005693,West Bistineau Facility,21.754,N2O,Nitrous Oxide,2019
119,Newhall,California,34.3677169,-118.4747173,1008308,Berry Petroleum Company - Los Angeles Basin 760,143.75,CH4,Methane,2019
120,Fort Worth,Texas,32.717251,-97.44354399999999,1008456,Approach Operating  Llc 430 Permian Basin,101972.75,CH4,Methane,2019
121,Buena Vista,Virginia,37.772284,-79.357729,1004446,Blue Ridge Resource Authority Landfill,36543.75,CH4,Methane,2019
122,Accomac,Virginia,37.736111,-75.656111,1002710,Perdue Farms Incorporated - Accomack,13.25,CH4,Methane,2019
123,Houston,Texas,29.9414,-95.5333,1007243,T H Wharton,272.25,CH4,Methane,2019
124,Big Spring,Texas,32.2722,-101.4222,1000419,C. R. Wing Cogeneration Plant,228.75,CH4,Methane,2019
125,Peebles,Ohio,38.91738,-83.29864,1002243,General Electric Peebles Test Operations,90.75,CH4,Methane,2019
126,Lima,Ohio,40.72211,-84.11329,1002042,Matheson - Lima I Plant,90322.6,CO2,Carbon Dioxide,2019
127,Moselle,Mississippi,31.524558000000003,-89.307233,1009838,Southern Hens  Inc.,41974.5,CH4,Methane,2019
128,Elmendorf,Texas,29.2575,-98.3828,1001104,V H Braunig,896.25676532,CH4,Methane,2019
129,Elmendorf,Texas,29.2575,-98.3828,1001104,V H Braunig,1932552.1562951999,CO2,Carbon Dioxide,2019
130,Washington,Indiana,38.6335,-87.2262,1004640,Grain Processing Corp,162.708,N2O,Nitrous Oxide,2019
131,Clearfield,Pennsylvania,41.02828,-78.42461999999999,1003637,Pennsylvania Grain Processing  Llc,74.75,CH4,Methane,2019
132,Mcneill,Mississippi,30.7097,-89.59375,1007707,Central Landfill,75739.5,CH4,Methane,2019
133,Bridgeport,Texas,33.195661,-97.8037,1006373,Bridgeport Gas Processing Plant,288129.1,CO2,Carbon Dioxide,2019
134,Goulds,Florida,25.547222,-80.34769,1004682,South Dade Solid Waste Disposal Facility,46978.75,CH4,Methane,2019
135,Palo Alto,California,37.44787,-122.10351000000001,1005865,Palo Alto Landfill And Recycling Center,1158.75,CH4,Methane,2019
136,Palo Alto,California,37.44787,-122.10351000000001,1005865,Palo Alto Landfill And Recycling Center,20.561999999999998,N2O,Nitrous Oxide,2019
137,Paden,Oklahoma,35.55551,-96.54816,1008993,Scissortail Energy Paden Processing Plant Paden  Ok,14029.7,CO2,Carbon Dioxide,2019
138,Lakewood,New Jersey,40.0613,-74.1686,1001283,Lakewood Cogeneration,74.75,CH4,Methane,2019
139,Clovis,New Mexico,34.390327,-103.245506,1004223,Clovis Regional Solid Waste Facility,44114.25,CH4,Methane,2019
140,Calvin,Oklahoma,34.8527,-96.229,1007865,Northridge Gas Plant,22.945999999999998,N2O,Nitrous Oxide,2019
141,Shelby,Ohio,40.88135,-82.66758,1005385,Arcelormittal Tubular Products Shelby Llc,34.568000000000005,N2O,Nitrous Oxide,2019
142,Shell Rock,Iowa,42.7363,-92.6174,1003970,Flint Hills Resources Shell Rock  Llc.,85.25,CH4,Methane,2019
143,Wickliffe,Kentucky,36.9461,-89.0792,1007196,Phoenix Paper Wickliffe Llc,54904.0,CO2,Carbon Dioxide,2019
144,Calhoun,Tennessee,35.2964,-84.7569,1000311,Resolute Forest Products Calhoun Operation,138838.5,CH4,Methane,2019
145,Paris,Texas,33.517866,-95.646314,1005028,Gulf Crossing Pipeline - Paris Station,75519.2,CO2,Carbon Dioxide,2019
146,Eunice,New Mexico,32.42615,-103.14856400000001,1007441,Targa Midstream Services Llc - Eunice Gas Processing Plant,154636.4341252507,CO2,Carbon Dioxide,2019
147,Sayreville,New Jersey,40.439,-74.3444,1001208,North Jersey Energy Associates  A Lp,188383.6,CO2,Carbon Dioxide,2019
148,Grand Island,Nebraska,40.9228,-98.3269,1007596,C W Burdick,3135.4,CO2,Carbon Dioxide,2013
149,North Skull Valley,Utah,40.8411,-112.73333000000001,1004351,Wasatch Regional Landfill,53087.25,CH4,Methane,2019
150,Grand Blanc,Michigan,42.914749,-83.722404,1004976,Citizens Disposal Landfill,126682.5,CH4,Methane,2011
151,Geneva,Ohio,41.791626,-80.90796,1003392,Geneva Landfill,10988.6,BIOCO2,Biogenic CO2,2019
152,San Ardo,California,35.9359,-120.8405,1000506,Sargent Canyon Cogeneration Facility,0.0,CO2,Carbon Dioxide,2019
153,Florence,South Carolina,34.1519,-79.5587,1000319,Westrock Cp  Llc - Florence Mill,180711.0,CO2,Carbon Dioxide,2019
154,Massena,New York,44.950425,-74.89368499999999,1002483,Arconic Inc Massena Operations,5.662000000000001,N2O,Nitrous Oxide,2019
155,Dallas,Texas,32.74459,-96.80834,1004024,Westrock (Dallas Mill),19.072,N2O,Nitrous Oxide,2019
156,Peoria,Illinois,40.69048,-89.59244,1008026,Ameren Illinois,0.596,N2O,Nitrous Oxide,2019
157,Rochelle,Illinois,41.89246,-89.03439,1004276,Chs-Rochelle,108.17399999999999,N2O,Nitrous Oxide,2019
158,West Point,New York,41.401196999999996,-73.96508,1005512,Us Military Academy At West Point,32072.5,CO2,Carbon Dioxide,2019
159,Janesville,Wisconsin,42.702781,-89.023611,1004328,Janesville City/Rock County Landfill,114587.75,CH4,Methane,2019
160,Phenix City,Alabama,32.175,-85.0311,1000262,Westrock Coated Board  Llc,2071070.6,BIOCO2,Biogenic CO2,2019
161,Apple Valley,California,34.6222,-117.1001,1002308,Cemex Construction Materials Pacific Llc,1898690.3,CO2,Carbon Dioxide,2019
162,Fairless Hills,Pennsylvania,40.1464,-74.7406,1001407,Dominion Energy Fairless  Llc,1212.75,CH4,Methane,2019
163,Warrendale,Pennsylvania,40.680557,-80.111674,1012192,Repsol Oil & Gas Usa  Llc Gathering And Boosting Operations,14256.25,CH4,Methane,2019
164,Newburgh,New York,41.573,-73.9646,1000758,Danskammer Generating Station,2.5,CH4,Methane,2017
165,Denver,Colorado,39.7435172,-104.9884114,1008090,Ovintiv Usa Inc - Gulf Coast Basin,94.46600000000001,N2O,Nitrous Oxide,2019
166,Ripplemead,Virginia,37.3828,-80.6625,1002553,Lhoist North America Of Virginia Inc,506433.5,CO2,Carbon Dioxide,2017
167,Belle,West Virginia,38.2431,-81.556,1007916,Chemours Belle Plant,80.46,N2O,Nitrous Oxide,2012
168,Belle,West Virginia,38.2431,-81.556,1007916,Chemours Belle Plant,68.25,CH4,Methane,2012
169,Belle,West Virginia,38.2431,-81.556,1007916,Chemours Belle Plant,144981.7,CO2,Carbon Dioxide,2012
170,Jacksonville,Texas,31.9381,-94.9883,1007619,Stryker Creek,92.08200000000001,N2O,Nitrous Oxide,2012
171,Austin,Texas,30.3036,-97.6128,1006650,Decker Creek,303.5,CH4,Methane,2012
172,Ponca City,Oklahoma,36.66616,-97.07163,1006287,Continental Carbon Ponca City Plant,10.0,CH4,Methane,2019
173,Columbus,Ohio,40.0008,-83.0158,1000396,The Ohio State University,143087.5,CO2,Carbon Dioxide,2012
174,Loudon,Tennessee,35.7433,-84.3208,1000401,Tate & Lyle-Loudon,1285.5,CH4,Methane,2012
175,Stevens Point,Wisconsin,44.48188,-89.56839000000001,1005293,Neenah Paper Inc - Whiting Mill,29.502,N2O,Nitrous Oxide,2016
176,Ennis,Texas,32.3194,-96.6739,1001370,Ennis Power Company  Llc,733223.6,CO2,Carbon Dioxide,2012
177,Elwood,Illinois,41.4388,-88.1236,1001359,Elwood Energy Facility,260.154,N2O,Nitrous Oxide,2012
178,Ashland,Virginia,37.8181,-77.4478,1001259,Doswell Limited Partnership,691.956,N2O,Nitrous Oxide,2010
179,Saint Joseph,Missouri,39.74025,-94.846817,1001678,Icm Biofuels Llc,35.3,BIOCO2,Biogenic CO2,2012
180,Malaga,Washington,47.3567,-120.1273,1000635,Alcoa Wenatchee Llc,16.986,N2O,Nitrous Oxide,2012
181,Offshore,Louisiana,28.3944,-89.456,1002131,Medusa,32.78,N2O,Nitrous Oxide,2017
182,Desmoines,Iowa,41.587579999999996,-93.62616,1002424,Midamerican Energy Local Gas Distribution Company,781.2,CO2,Carbon Dioxide,2017
183,University Park,Illinois,41.4405,-87.7528,1006403,University Park Energy,73827.8,CO2,Carbon Dioxide,2012
184,Baconton,Georgia,31.3869,-84.0819,1001409,Baconton,54.0,CH4,Methane,2010
185,Grand River,Ohio,41.750170000000004,-81.28281,1004081,Carmeuse Lime  Inc.  Grand River Operations (0243030257),22678.0,BIOCO2,Biogenic CO2,2016
186,Eccles,West Virginia,37.77946,-81.26781,1007174,Icg Beckley  Llc,936437.0,CH4,Methane,2019
187,Franklin,Georgia,33.4124,-85.0345,1001015,Wansley (6052),14171.0,CH4,Methane,2012
188,Luke,Maryland,39.4722,-79.0575,1001237,Verso Luke Llc,897272.6,CO2,Carbon Dioxide,2012
189,Phenix City,Alabama,32.175,-85.0311,1000262,Westrock Coated Board  Llc,292770.3,CO2,Carbon Dioxide,2012
190,Franklin,Virginia,36.6803,-76.9128,1000258,International Paper-Franklin Mill,4744.16,N2O,Nitrous Oxide,2012
191,Brownsville,Tennessee,35.6578,-89.3964,1007457,Lagoon Creek,832.0160000000001,N2O,Nitrous Oxide,2012
192,Baconton,Georgia,31.3869,-84.0819,1001409,Baconton,59.004,N2O,Nitrous Oxide,2012
193,Pinckneyville,Illinois,38.1114,-89.3467,1001362,Pinckneyville Power Plant,47.68,N2O,Nitrous Oxide,2010
194,Townsend,Montana,46.32847,-111.61741,1002773,Graymont Western U.S. Inc. Indian Creek,650.236,N2O,Nitrous Oxide,2017
195,Mount Holly,North Carolina,35.3245,-80.9996,1002888,New Ngc Inc (Dba National Gypsum Co),39.75,CH4,Methane,2017
196,Mount Holly,North Carolina,35.3245,-80.9996,1002888,New Ngc Inc (Dba National Gypsum Co),84253.4,CO2,Carbon Dioxide,2017
197,Aurora,Illinois,41.8151,-88.2265,1001397,Aurora Generating Station,19145.6,CO2,Carbon Dioxide,2010
198,Nesquehoning,Pennsylvania,40.8556,-75.8781,1001252,Panther Creek Energy Facility,2340.75,CH4,Methane,2012
199,Weldon,North Carolina,36.4364,-77.6167,1000320,Rova Venture  Llc Roanoke Valley I,26.522,N2O,Nitrous Oxide,2017
200,Cocoa,Florida,28.3661,-80.7947,1006808,Oleander Power Project,72.116,N2O,Nitrous Oxide,2012
201,Courtland,Alabama,34.735,-87.3108,1000377,International Paper-Courtland Mill,29734.737999999998,N2O,Nitrous Oxide,2012
202,Truro,Iowa,41.227768,-93.778339,1002456,Ngpl Station 108 Truro  Ia,52091.3,CO2,Carbon Dioxide,2017
203,Houston,Texas,29.9414,-95.5333,1007243,T H Wharton,309705.6,CO2,Carbon Dioxide,2012
204,Denver,Colorado,39.7479,-104.9933,1009595,Enerplus Resources (Usa) Corporation - Williston Basin,303586.3,CO2,Carbon Dioxide,2016
205,Offshore,Louisiana,27.88309663,-90.90151639,1009916,Gc 65 A-Bullwinkle (Complex Id # 23552),69142.4,CO2,Carbon Dioxide,2016
206,Casper,Wyoming,42.85426,-106.39022,1002816,Casper Gas Plant,20.561999999999998,N2O,Nitrous Oxide,2017
207,Fitchburg,Massachusetts,42.560572,-71.84962900000001,1005970,Newark America,13.25,CH4,Methane,2012
208,Rapid City,South Dakota,44.0874,-103.2627,1006217,Black Hills Corporation - Ben French Power Plant,197011.1,CO2,Carbon Dioxide,2012
209,Irving,Texas,29.73177,-95.43444000000001,1009846,Permian Basin,30413.0,CH4,Methane,2017
210,Pittsburgh,Pennsylvania,40.442188,-80.000854,1010233,Eqt Production  Llc - Basin 160A - Appalachian Eastern Overthrust,553.0880000000001,N2O,Nitrous Oxide,2018
211,Sorrento,Louisiana,30.148414000000002,-90.874105,1002510,Colonial Landfill,27954.25,CH4,Methane,2017
212,Pasadena,Texas,29.716191,-95.194361,1003007,Sekisui Specialty Chemicals America  Llc - Pasadena,9.0,CH4,Methane,2017
213,Dearborn,Michigan,42.301055,-83.23299300000001,1006754,Ford Motor Company - Ford Research And Engineering Center,36.952,N2O,Nitrous Oxide,2017
214,New Haven,Connecticut,41.2836,-72.9042,1005996,New Haven Harbor,82.24799999999999,N2O,Nitrous Oxide,2012
215,Brighton,Colorado,40.1434,-104.7515,1001977,Fort Lupton Compressor Station,213203.9,CO2,Carbon Dioxide,2017
216,Kemmerer,Wyoming,41.887,-110.09446000000001,1002150,Shute Creek Facility,27897.75,CH4,Methane,2017
217,Texas City,Texas,29.3787,-94.944,1000504,Texas City Cogeneration,458.62199999999996,N2O,Nitrous Oxide,2012
218,Texas City,Texas,29.3787,-94.944,1000504,Texas City Cogeneration,384.75,CH4,Methane,2012
219,San Ardo,California,35.9359,-120.8405,1000506,Sargent Canyon Cogeneration Facility,94.764,N2O,Nitrous Oxide,2012
220,San Ardo,California,35.9359,-120.8405,1000506,Sargent Canyon Cogeneration Facility,79.5,CH4,Methane,2012
221,Natchitoches,Louisiana,31.728614,-93.05762,1001850,Sng Station 4020 Bear Creek Storage  La,12418.75,CH4,Methane,2017
